SNo,Di00,Di01,Di02,Di03,Di04,Di05,Do00,Do01,Do02
1375,0,0,1,0,0,1,0,1,1
1376,0,1,1,1,1,0,1,0,1
1377,0,0,1,0,1,1,0,1,0
1378,0,0,0,1,0,1,0,1,1
1379,1,0,1,0,1,0,1,1,1
1380,1,0,0,1,0,0,1,1,0
1381,1,1,1,0,1,0,0,1,1
1382,1,0,0,1,1,0,1,1,1
1383,1,1,1,1,1,0,0,0,1
1384,1,1,0,1,0,1,0,1,1
1385,0,1,1,0,0,0,1,1,0
1386,1,0,1,0,0,1,1,1,1
1387,0,0,0,0,1,1,0,0,0
1388,1,0,1,0,1,1,1,1,0
1389,1,0,0,0,1,1,1,0,0
1390,0,1,0,1,1,0,1,1,1
1391,0,0,0,1,0,0,0,1,0
1392,0,0,1,1,1,1,0,0,0
1393,1,1,1,0,0,0,0,1,0
1394,1,1,0,1,1,1,0,1,0
1395,0,0,1,0,0,0,0,1,0
1396,0,0,0,0,0,1,0,0,1
1397,1,1,0,1,1,0,0,1,1
1398,0,1,0,0,1,0,1,0,1
1399,0,1,1,0,0,0,1,1,0
1400,0,0,1,0,1,1,0,1,0
1401,1,0,0,0,0,1,1,0,1
1402,1,1,1,0,1,0,0,1,1
1403,0,0,1,0,0,1,0,1,1
1404,1,1,1,1,1,0,0,0,1
1405,1,0,1,1,1,1,1,0,0
1406,0,1,0,0,0,1,1,0,1
1407,1,0,1,1,0,0,1,0,0
1408,0,1,0,1,1,0,1,1,1
1409,0,0,1,1,1,1,0,0,0
1410,0,0,0,1,1,0,0,1,1
1411,1,1,1,1,0,0,0,0,0
1412,1,1,1,0,0,0,0,1,0
1413,0,1,1,0,0,0,1,1,0
1414,0,1,0,1,1,1,1,1,0
1415,1,0,1,1,0,0,1,0,0
1416,0,0,1,1,0,0,0,0,0
1417,1,1,1,0,1,0,0,1,1
1418,0,1,0,1,0,1,1,1,1
1419,0,1,1,0,0,1,1,1,1
1420,1,1,0,0,0,1,0,0,1
1421,0,0,0,1,0,0,0,1,0
1422,1,1,1,0,1,1,0,1,0
1423,0,0,1,0,0,0,0,1,0
1424,1,0,0,0,0,1,1,0,1
1425,0,1,1,1,1,0,1,0,1
1426,0,1,0,0,1,1,1,0,0
1427,1,1,0,1,0,1,0,1,1
1428,0,0,1,0,1,0,0,1,1
1429,1,1,0,1,0,0,0,1,0
1430,1,0,0,1,1,0,1,1,1
1431,1,1,1,0,1,0,0,1,1
1432,0,0,0,0,0,1,0,0,1
1433,1,1,0,0,1,0,0,0,1
1434,1,1,1,1,1,0,0,0,1
1435,1,0,0,0,0,1,1,0,1
1436,0,1,1,0,0,0,1,1,0
1437,0,1,0,1,0,1,1,1,1
1438,1,1,0,0,0,1,0,0,1
1439,0,0,0,0,1,1,0,0,0
1440,1,1,0,1,0,1,0,1,1
1441,0,1,1,1,1,0,1,0,1
1442,1,1,1,1,0,1,0,0,1
1443,1,0,0,0,1,0,1,0,1
1444,1,0,0,1,0,0,1,1,0
1445,0,0,1,0,1,0,0,1,1
1446,1,0,0,1,1,1,1,1,0
1447,1,1,1,1,0,0,0,0,0
1448,0,0,0,0,0,1,0,0,1
1449,0,0,0,1,1,0,0,1,1
1450,0,0,0,1,0,0,0,1,0
1451,1,1,0,0,0,1,0,0,1
1452,1,0,1,1,0,0,1,0,0
1453,0,1,0,1,1,0,1,1,1
1454,1,1,0,0,0,0,0,0,0
1455,0,1,1,0,0,0,1,1,0
1456,0,0,1,0,0,1,0,1,1
1457,0,1,1,0,1,0,1,1,1
1458,0,0,1,1,1,1,0,0,0
1459,0,0,1,0,0,0,0,1,0
1460,0,0,1,0,1,0,0,1,1
1461,0,0,1,1,1,0,0,0,1
1462,1,1,1,0,1,1,0,1,0
1463,0,0,1,0,0,1,0,1,1
1464,0,0,0,1,0,0,0,1,0
1465,0,0,0,0,0,1,0,0,1
1466,0,0,1,1,0,1,0,0,1
1467,0,1,1,1,0,1,1,0,1
1468,0,1,1,0,1,1,1,1,0
1469,0,1,0,0,1,1,1,0,0
1470,1,0,1,1,0,0,1,0,0
1471,0,0,1,1,0,1,0,0,1
1472,1,0,1,0,1,0,1,1,1
1473,1,1,1,1,1,1,0,0,0
1474,0,1,1,0,1,0,1,1,1
1475,1,1,0,0,0,0,0,0,0
1476,0,1,0,1,0,0,1,1,0
1477,0,0,1,0,0,0,0,1,0
1478,1,0,0,1,0,0,1,1,0
1479,1,0,0,0,0,0,1,0,0
1480,1,1,1,0,0,0,0,1,0
1481,0,1,0,1,0,0,1,1,0
1482,0,0,0,1,1,1,0,1,0
1483,0,0,1,0,1,0,0,1,1
1484,0,1,1,0,1,0,1,1,1
1485,0,1,1,1,1,0,1,0,1
1486,0,1,0,0,1,1,1,0,0
1487,1,0,0,0,1,0,1,0,1
1488,1,1,0,1,0,1,0,1,1
1489,1,0,0,0,1,0,1,0,1
1490,1,1,1,0,0,0,0,1,0
1491,0,0,0,1,0,1,0,1,1
1492,0,1,0,1,1,1,1,1,0
1493,0,0,0,0,0,1,0,0,1
1494,1,0,1,1,0,0,1,0,0
1495,0,0,0,0,1,1,0,0,0
1496,1,0,1,0,1,0,1,1,1
1497,1,0,0,1,1,0,1,1,1
1498,0,1,1,1,0,0,1,0,0
1499,1,0,1,0,1,1,1,1,0
1500,0,1,0,0,1,0,1,0,1
1501,0,1,1,1,1,0,1,0,1
1502,1,1,1,0,1,0,0,1,1
1503,0,1,1,0,0,0,1,1,0
1504,1,1,1,0,0,1,0,1,1
1505,0,1,1,1,0,0,1,0,0
1506,1,1,1,0,0,1,0,1,1
1507,1,1,1,1,1,0,0,0,1
1508,0,1,1,1,1,1,1,0,0
1509,1,1,0,0,0,1,0,0,1
1510,0,0,1,0,0,0,0,1,0
1511,0,0,1,1,0,1,0,0,1
1512,1,0,1,0,1,0,1,1,1
1513,0,0,1,0,1,1,0,1,0
1514,0,1,0,1,1,0,1,1,1
1515,1,1,0,1,1,1,0,1,0
1516,1,0,1,1,0,1,1,0,1
1517,1,1,1,1,1,0,0,0,1
1518,0,1,0,1,1,0,1,1,1
1519,0,1,1,0,0,1,1,1,1
1520,0,1,0,1,0,0,1,1,0
1521,0,1,1,1,1,0,1,0,1
1522,1,1,0,0,1,1,0,0,0
1523,1,0,1,1,1,0,1,0,1
1524,0,1,0,0,1,1,1,0,0
1525,1,1,0,1,1,0,0,1,1
1526,0,0,1,0,0,0,0,1,0
1527,1,0,1,1,1,0,1,0,1
1528,1,1,0,1,0,1,0,1,1
1529,1,1,1,0,0,0,0,1,0
1530,0,0,0,1,1,1,0,1,0
1531,0,0,0,1,1,1,0,1,0
1532,0,1,0,1,1,1,1,1,0
1533,0,1,1,1,0,1,1,0,1
1534,1,0,0,0,0,1,1,0,1
1535,1,0,1,0,0,1,1,1,1
1536,0,1,0,0,0,1,1,0,1
1537,0,0,1,0,1,1,0,1,0
1538,0,0,1,0,1,1,0,1,0
1539,0,0,1,0,0,1,0,1,1
1540,1,1,1,0,0,1,0,1,1
1541,0,1,1,0,0,1,1,1,1
1542,0,0,0,0,1,0,0,0,1
1543,0,0,0,1,0,1,0,1,1
1544,0,0,0,1,0,1,0,1,1
1545,0,0,0,0,0,1,0,0,1
1546,1,0,0,0,0,1,1,0,1
1547,1,1,1,1,1,1,0,0,0
1548,1,0,0,0,0,0,1,0,0
1549,0,1,1,0,1,1,1,1,0
1550,0,0,1,1,0,0,0,0,0
1551,0,1,1,0,0,1,1,1,1
1552,0,1,1,1,1,0,1,0,1
1553,1,0,0,1,0,0,1,1,0
1554,0,1,1,0,0,1,1,1,1
1555,0,1,0,0,1,0,1,0,1
1556,0,0,1,1,1,0,0,0,1
1557,1,0,1,1,0,0,1,0,0
1558,1,1,1,0,1,1,0,1,0
1559,0,1,0,0,0,0,1,0,0
1560,0,0,1,0,0,1,0,1,1
1561,0,1,0,0,1,1,1,0,0
1562,1,0,1,0,0,1,1,1,1
1563,0,1,1,1,0,0,1,0,0
1564,1,1,1,0,0,0,0,1,0
1565,0,1,1,0,0,0,1,1,0
1566,1,1,1,0,0,0,0,1,0
1567,0,0,1,0,1,1,0,1,0
1568,0,1,0,0,0,1,1,0,1
1569,0,1,0,0,0,0,1,0,0
1570,1,1,1,1,0,0,0,0,0
1571,0,0,1,0,1,1,0,1,0
1572,1,0,0,1,1,1,1,1,0
1573,0,1,0,0,0,0,1,0,0
1574,1,1,0,1,0,0,0,1,0
1575,0,0,0,1,1,0,0,1,1
1576,0,0,0,1,0,0,0,1,0
1577,1,1,0,1,1,0,0,1,1
1578,1,1,0,0,0,1,0,0,1
1579,0,0,1,1,0,1,0,0,1
1580,1,0,0,0,0,1,1,0,1
1581,0,0,1,1,0,0,0,0,0
1582,0,1,0,0,1,0,1,0,1
1583,1,1,0,0,0,0,0,0,0
1584,0,1,0,1,0,0,1,1,0
1585,1,1,0,1,1,0,0,1,1
1586,0,0,1,1,1,0,0,0,1
1587,1,1,0,1,1,0,0,1,1
1588,0,1,1,0,1,0,1,1,1
1589,0,1,1,1,0,0,1,0,0
1590,0,0,1,0,0,0,0,1,0
1591,0,1,1,0,0,0,1,1,0
1592,1,0,0,1,1,1,1,1,0
1593,1,0,1,1,0,0,1,0,0
1594,0,0,0,1,0,0,0,1,0
1595,0,0,0,0,0,0,0,0,0
1596,1,0,0,0,1,0,1,0,1
1597,1,1,1,0,0,0,0,1,0
1598,0,1,1,0,1,1,1,1,0
1599,0,1,0,0,1,1,1,0,0
1600,1,1,0,0,0,1,0,0,1
1601,0,1,1,1,1,1,1,0,0
1602,0,1,1,1,1,1,1,0,0
1603,1,0,0,1,0,0,1,1,0
1604,1,1,1,0,1,1,0,1,0
1605,0,0,0,0,0,0,0,0,0
1606,1,1,1,0,0,1,0,1,1
1607,1,1,1,0,0,1,0,1,1
1608,0,1,0,0,1,1,1,0,0
1609,1,0,0,0,1,1,1,0,0
1610,0,1,1,0,0,1,1,1,1
1611,0,1,1,0,0,0,1,1,0
1612,0,0,1,0,0,1,0,1,1
1613,0,0,1,1,1,0,0,0,1
1614,0,1,1,0,1,0,1,1,1
1615,1,1,1,0,0,0,0,1,0
1616,1,0,0,0,1,0,1,0,1
1617,0,0,0,0,0,0,0,0,0
1618,0,0,1,0,1,0,0,1,1
1619,1,1,0,1,1,1,0,1,0
1620,1,0,0,0,0,1,1,0,1
1621,0,0,0,0,1,0,0,0,1
1622,1,0,0,1,0,1,1,1,1
1623,1,0,1,0,0,0,1,1,0
1624,1,0,1,0,0,0,1,1,0
1625,0,0,0,0,0,1,0,0,1
1626,0,1,1,1,0,0,1,0,0
1627,1,1,1,1,1,0,0,0,1
1628,0,0,0,1,0,1,0,1,1
1629,0,1,1,1,1,1,1,0,0
1630,1,1,1,1,0,1,0,0,1
1631,1,0,1,0,0,0,1,1,0
1632,1,1,0,0,0,0,0,0,0
1633,1,1,1,0,0,1,0,1,1
1634,0,0,0,1,0,1,0,1,1
1635,0,0,0,1,0,1,0,1,1
1636,0,0,0,0,0,1,0,0,1
1637,1,1,1,0,1,0,0,1,1
1638,0,1,0,0,0,0,1,0,0
1639,0,0,0,0,1,0,0,0,1
1640,0,1,1,1,0,0,1,0,0
1641,0,0,1,1,1,0,0,0,1
1642,0,0,1,0,1,0,0,1,1
1643,1,1,1,1,1,0,0,0,1
1644,1,1,0,0,1,0,0,0,1
1645,0,0,0,0,1,0,0,0,1
1646,1,0,1,1,1,1,1,0,0
1647,0,1,0,1,0,1,1,1,1
1648,0,0,0,1,0,1,0,1,1
1649,1,1,0,0,1,1,0,0,0
1650,1,0,0,1,0,0,1,1,0
1651,0,0,1,1,0,0,0,0,0
1652,1,1,0,1,0,0,0,1,0
1653,0,1,1,0,1,0,1,1,1
1654,1,0,0,0,1,0,1,0,1
1655,0,0,0,1,1,1,0,1,0
1656,0,1,0,1,1,1,1,1,0
1657,0,1,1,0,0,0,1,1,0
1658,1,1,0,0,0,1,0,0,1
1659,0,1,0,1,0,0,1,1,0
1660,0,1,1,0,0,1,1,1,1
1661,0,1,1,0,0,1,1,1,1
1662,0,0,0,1,1,0,0,1,1
1663,1,1,0,1,1,1,0,1,0
1664,0,1,0,0,1,0,1,0,1
1665,0,0,1,1,1,1,0,0,0
1666,0,0,0,1,1,1,0,1,0
1667,0,0,0,0,0,1,0,0,1
1668,1,0,1,0,0,1,1,1,1
1669,0,0,0,1,0,0,0,1,0
1670,1,1,1,1,0,0,0,0,0
1671,0,0,0,0,1,1,0,0,0
1672,0,1,1,0,1,0,1,1,1
1673,0,1,1,0,1,0,1,1,1
1674,1,0,0,1,1,0,1,1,1
1675,1,0,1,1,0,1,1,0,1
1676,1,1,0,0,0,1,0,0,1
1677,0,0,1,1,0,0,0,0,0
1678,0,1,1,1,0,1,1,0,1
1679,1,0,0,0,1,1,1,0,0
1680,0,0,1,0,1,0,0,1,1
1681,0,0,1,1,1,1,0,0,0
1682,0,0,1,0,1,0,0,1,1
1683,1,0,0,1,1,1,1,1,0
1684,1,1,1,0,0,1,0,1,1
1685,1,0,0,1,1,1,1,1,0
1686,0,0,1,0,0,1,0,1,1
1687,1,0,0,0,1,0,1,0,1
1688,1,1,1,0,1,1,0,1,0
1689,0,1,1,1,0,0,1,0,0
1690,1,0,0,1,0,0,1,1,0
1691,1,1,0,0,1,0,0,0,1
1692,0,0,1,0,1,1,0,1,0
1693,1,1,1,1,0,1,0,0,1
1694,0,0,1,1,0,0,0,0,0
1695,1,1,0,1,1,0,0,1,1
1696,1,0,0,1,0,0,1,1,0
1697,1,1,1,0,1,1,0,1,0
1698,1,1,1,0,1,1,0,1,0
1699,0,0,1,0,0,0,0,1,0
1700,1,0,0,0,0,0,1,0,0
1701,0,1,0,0,1,0,1,0,1
1702,1,0,0,0,0,0,1,0,0
1703,1,0,0,0,1,0,1,0,1
1704,0,1,1,0,0,1,1,1,1
1705,0,0,1,0,0,0,0,1,0
1706,1,1,1,1,1,1,0,0,0
1707,0,0,0,1,0,1,0,1,1
1708,1,0,0,1,1,0,1,1,1
1709,1,1,0,0,1,0,0,0,1
1710,0,0,1,1,0,1,0,0,1
1711,1,1,1,1,0,1,0,0,1
1712,0,0,0,0,0,0,0,0,0
1713,1,1,0,1,0,1,0,1,1
1714,1,1,0,1,0,1,0,1,1
1715,1,1,1,1,0,1,0,0,1
1716,0,0,0,1,1,1,0,1,0
1717,1,1,1,0,0,1,0,1,1
1718,1,0,1,1,0,1,1,0,1
1719,1,0,1,0,0,1,1,1,1
1720,0,1,0,0,1,1,1,0,0
1721,1,1,1,1,0,1,0,0,1
1722,0,0,1,1,0,0,0,0,0
1723,1,0,0,1,0,0,1,1,0
1724,0,0,0,0,1,1,0,0,0
1725,1,1,0,1,0,0,0,1,0
1726,1,0,0,1,1,0,1,1,1
1727,0,1,1,1,0,0,1,0,0
1728,1,0,0,0,0,1,1,0,1
1729,0,0,1,0,0,1,0,1,1
1730,1,1,1,1,0,0,0,0,0
1731,0,1,1,1,1,1,1,0,0
1732,0,0,0,0,1,0,0,0,1
1733,0,0,1,0,0,1,0,1,1
1734,0,0,1,0,0,0,0,1,0
1735,1,1,0,0,0,0,0,0,0
1736,0,0,1,1,0,1,0,0,1
1737,0,0,0,1,0,0,0,1,0
1738,0,0,1,0,1,0,0,1,1
1739,0,1,1,0,0,1,1,1,1
1740,0,1,0,1,0,1,1,1,1
1741,1,0,1,0,1,0,1,1,1
1742,1,1,1,1,0,1,0,0,1
1743,0,1,0,1,0,0,1,1,0
1744,1,0,1,1,0,1,1,0,1
1745,1,0,0,1,0,0,1,1,0
1746,0,0,0,1,0,1,0,1,1
1747,0,0,0,0,1,0,0,0,1
1748,0,0,1,1,1,1,0,0,0
1749,1,1,1,1,0,0,0,0,0
1750,0,1,0,0,1,0,1,0,1
1751,0,0,0,0,0,1,0,0,1
1752,1,1,0,0,0,1,0,0,1
1753,0,0,0,1,0,1,0,1,1
1754,0,1,1,0,1,0,1,1,1
1755,0,1,0,0,0,0,1,0,0
1756,1,0,1,0,1,1,1,1,0
1757,1,1,1,1,0,1,0,0,1
1758,0,0,0,0,1,1,0,0,0
1759,1,0,0,0,0,1,1,0,1
1760,0,1,0,1,1,1,1,1,0
1761,0,1,0,0,1,0,1,0,1
1762,0,1,1,1,1,0,1,0,1
1763,1,0,1,0,0,1,1,1,1
1764,0,0,1,1,1,1,0,0,0
1765,1,0,0,1,1,1,1,1,0
1766,1,1,0,0,1,1,0,0,0
1767,0,0,1,1,1,1,0,0,0
1768,1,1,1,0,1,0,0,1,1
1769,1,0,1,1,1,1,1,0,0
1770,1,1,1,0,0,0,0,1,0
1771,0,0,1,1,0,1,0,0,1
1772,0,1,1,0,1,0,1,1,1
1773,1,0,1,0,1,1,1,1,0
1774,0,1,1,1,1,1,1,0,0
1775,1,0,0,1,0,1,1,1,1
1776,1,1,0,1,1,0,0,1,1
1777,1,1,1,0,1,0,0,1,1
1778,1,1,1,1,1,0,0,0,1
1779,0,1,0,0,0,0,1,0,0
1780,1,0,1,0,0,0,1,1,0
1781,0,1,0,1,1,1,1,1,0
1782,0,0,1,0,0,1,0,1,1
1783,0,0,0,1,0,0,0,1,0
1784,1,0,0,0,0,1,1,0,1
1785,1,0,1,1,1,0,1,0,1
1786,1,1,1,0,1,1,0,1,0
1787,1,1,0,1,1,1,0,1,0
1788,0,1,1,0,0,0,1,1,0
1789,1,0,1,1,1,1,1,0,0
1790,1,0,0,1,0,0,1,1,0
1791,0,0,0,1,0,1,0,1,1
1792,1,1,0,0,1,1,0,0,0
1793,1,1,1,1,1,1,0,0,0
1794,0,0,0,0,0,1,0,0,1
1795,0,0,0,0,0,0,0,0,0
1796,1,0,1,1,1,1,1,0,0
1797,0,1,0,0,1,0,1,0,1
1798,1,0,0,0,1,1,1,0,0
1799,0,0,1,1,0,0,0,0,0
1800,0,1,0,0,0,0,1,0,0
1801,0,1,0,1,1,0,1,1,1
1802,0,1,0,0,0,1,1,0,1
1803,0,0,0,1,0,1,0,1,1
1804,1,1,0,0,0,0,0,0,0
1805,1,1,1,0,1,1,0,1,0
1806,0,1,0,1,1,0,1,1,1
1807,1,1,0,1,0,1,0,1,1
1808,1,1,1,1,1,0,0,0,1
1809,1,0,1,0,1,1,1,1,0
1810,0,0,0,0,0,0,0,0,0
1811,0,1,0,0,1,0,1,0,1
1812,1,0,0,0,0,0,1,0,0
1813,0,1,1,0,1,0,1,1,1
1814,0,0,0,1,1,1,0,1,0
1815,0,0,0,1,1,0,0,1,1
1816,1,1,1,0,0,0,0,1,0
1817,1,0,0,0,1,0,1,0,1
1818,1,0,0,0,0,0,1,0,0
1819,1,0,0,0,1,0,1,0,1
1820,1,1,0,0,1,1,0,0,0
1821,0,0,1,0,0,0,0,1,0
1822,1,1,0,1,0,0,0,1,0
1823,1,0,0,1,1,0,1,1,1
1824,1,0,1,1,0,1,1,0,1
1825,0,1,0,0,0,0,1,0,0
1826,0,1,1,1,1,1,1,0,0
1827,1,1,0,1,0,0,0,1,0
1828,0,1,1,0,0,1,1,1,1
1829,0,0,0,1,1,0,0,1,1
1830,1,1,1,1,0,1,0,0,1
1831,0,0,0,1,0,1,0,1,1
1832,1,0,0,0,0,1,1,0,1
1833,0,1,1,1,1,0,1,0,1
1834,1,1,0,0,0,0,0,0,0
1835,0,1,1,0,1,0,1,1,1
1836,1,1,1,0,1,0,0,1,1
1837,1,0,0,1,1,1,1,1,0
1838,1,1,1,1,0,1,0,0,1
1839,1,0,1,1,1,0,1,0,1
1840,0,1,1,0,1,1,1,1,0
1841,0,0,0,1,0,0,0,1,0
1842,1,0,0,1,1,0,1,1,1
1843,1,0,0,1,1,0,1,1,1
1844,0,0,0,1,1,1,0,1,0
1845,0,0,0,1,1,1,0,1,0
1846,0,1,1,1,1,0,1,0,1
1847,0,1,0,1,0,0,1,1,0
1848,1,0,1,1,1,1,1,0,0
1849,0,1,0,0,1,0,1,0,1
1850,1,0,1,1,0,0,1,0,0
1851,0,1,0,0,0,1,1,0,1
1852,0,0,0,1,0,0,0,1,0
1853,0,1,0,1,0,0,1,1,0
1854,0,1,0,0,1,0,1,0,1
1855,1,1,0,1,1,1,0,1,0
1856,1,1,0,1,1,0,0,1,1
1857,0,1,1,1,0,1,1,0,1
1858,0,0,1,1,0,0,0,0,0
1859,0,0,0,0,1,1,0,0,0
1860,0,1,0,1,1,0,1,1,1
1861,0,1,0,1,0,1,1,1,1
1862,1,0,1,0,0,0,1,1,0
1863,1,0,0,0,1,0,1,0,1
1864,1,1,0,0,1,1,0,0,0
1865,0,0,1,0,1,1,0,1,0
1866,1,1,0,0,0,1,0,0,1
1867,0,1,0,1,0,0,1,1,0
1868,0,1,1,1,1,1,1,0,0
1869,0,1,1,0,0,1,1,1,1
1870,0,0,1,1,0,1,0,0,1
1871,1,0,1,1,0,1,1,0,1
1872,0,0,1,1,0,0,0,0,0
1873,1,1,1,0,0,1,0,1,1
1874,0,1,0,0,0,1,1,0,1
1875,0,1,1,0,0,0,1,1,0
1876,1,1,0,1,1,1,0,1,0
1877,1,0,1,1,0,1,1,0,1
1878,1,1,1,0,0,0,0,1,0
1879,1,1,0,0,0,1,0,0,1
1880,0,1,0,1,1,1,1,1,0
1881,0,0,1,1,1,0,0,0,1
1882,0,0,1,0,1,1,0,1,0
1883,0,0,0,1,0,0,0,1,0
1884,1,1,0,0,0,1,0,0,1
1885,1,0,0,1,0,0,1,1,0
1886,0,1,0,1,1,0,1,1,1
1887,1,0,0,1,0,0,1,1,0
1888,0,1,0,0,0,0,1,0,0
1889,0,1,0,0,1,0,1,0,1
1890,0,1,1,0,1,0,1,1,1
1891,1,0,1,1,1,1,1,0,0
1892,0,0,1,0,1,1,0,1,0
1893,0,0,0,0,1,1,0,0,0
1894,0,1,0,0,1,1,1,0,0
1895,1,0,0,0,1,1,1,0,0
1896,1,1,1,1,1,1,0,0,0
1897,1,1,0,1,1,1,0,1,0
1898,0,1,1,0,0,1,1,1,1
1899,1,0,1,0,1,0,1,1,1
1900,1,1,1,1,1,1,0,0,0
1901,1,0,1,0,1,0,1,1,1
1902,0,0,1,1,0,0,0,0,0
1903,0,1,1,1,1,1,1,0,0
1904,0,0,0,0,1,0,0,0,1
1905,1,1,1,1,1,1,0,0,0
1906,1,1,1,0,1,1,0,1,0
1907,0,0,0,1,0,1,0,1,1
1908,1,0,1,1,1,0,1,0,1
1909,0,0,1,0,1,0,0,1,1
1910,1,0,0,0,1,0,1,0,1
1911,0,1,1,1,1,1,1,0,0
1912,0,0,1,1,0,1,0,0,1
1913,0,0,0,0,1,1,0,0,0
1914,1,1,1,1,0,0,0,0,0
1915,1,1,1,0,1,1,0,1,0
1916,0,1,0,0,1,0,1,0,1
1917,1,1,0,0,0,1,0,0,1
1918,0,0,0,0,1,0,0,0,1
1919,0,0,0,1,1,1,0,1,0
1920,0,0,0,1,0,1,0,1,1
1921,1,1,0,1,1,0,0,1,1
1922,0,0,1,1,1,1,0,0,0
1923,0,0,0,0,0,1,0,0,1
1924,0,1,1,1,0,1,1,0,1
1925,0,1,0,0,0,0,1,0,0
1926,0,0,1,1,0,1,0,0,1
1927,0,1,1,1,1,1,1,0,0
1928,1,1,1,1,0,0,0,0,0
1929,0,1,0,0,0,0,1,0,0
1930,1,0,1,1,0,1,1,0,1
1931,0,0,1,1,1,0,0,0,1
1932,0,1,0,1,0,1,1,1,1
1933,0,0,0,0,1,0,0,0,1
1934,0,1,0,1,0,1,1,1,1
1935,0,1,1,1,1,0,1,0,1
1936,1,1,0,0,1,1,0,0,0
1937,1,0,0,0,1,1,1,0,0
1938,0,1,0,0,0,1,1,0,1
1939,0,1,1,0,1,1,1,1,0
1940,0,0,1,0,0,1,0,1,1
1941,0,1,0,0,0,1,1,0,1
1942,1,1,1,1,0,0,0,0,0
1943,0,1,0,1,1,0,1,1,1
1944,0,1,0,0,1,1,1,0,0
1945,1,1,1,0,1,0,0,1,1
1946,1,0,1,0,1,0,1,1,1
1947,1,0,1,1,1,0,1,0,1
1948,0,0,0,0,1,1,0,0,0
1949,0,1,0,0,0,1,1,0,1
1950,1,0,0,0,1,0,1,0,1
1951,1,0,0,0,0,0,1,0,0
1952,1,0,0,0,0,1,1,0,1
1953,1,1,0,1,0,0,0,1,0
1954,0,0,1,0,0,0,0,1,0
1955,0,0,0,1,1,0,0,1,1
1956,0,0,1,0,1,0,0,1,1
1957,0,1,0,0,0,1,1,0,1
1958,0,0,1,1,1,0,0,0,1
1959,1,1,0,1,1,0,0,1,1
1960,1,1,0,0,0,1,0,0,1
1961,1,1,1,0,0,1,0,1,1
1962,1,1,1,1,1,0,0,0,1
1963,0,0,0,1,1,1,0,1,0
1964,1,0,1,1,0,1,1,0,1
1965,0,0,0,1,0,0,0,1,0
1966,0,0,1,0,0,1,0,1,1
1967,0,0,0,1,1,1,0,1,0
1968,1,0,1,0,1,1,1,1,0
1969,1,0,1,0,1,1,1,1,0
1970,0,0,0,1,1,1,0,1,0
1971,1,0,1,1,0,1,1,0,1
1972,1,1,0,0,1,1,0,0,0
1973,0,1,0,1,0,0,1,1,0
1974,0,0,1,1,1,0,0,0,1
1975,0,1,0,1,1,1,1,1,0
1976,0,0,0,1,0,0,0,1,0
1977,1,1,1,0,0,0,0,1,0
1978,1,1,0,0,0,1,0,0,1
1979,1,0,0,0,1,1,1,0,0
1980,0,1,1,0,0,1,1,1,1
1981,0,0,1,0,0,0,0,1,0
1982,0,1,1,0,0,0,1,1,0
1983,1,0,1,1,0,0,1,0,0
1984,1,0,1,1,0,1,1,0,1
1985,1,1,1,0,0,0,0,1,0
1986,1,1,0,1,1,0,0,1,1
1987,0,0,0,0,1,0,0,0,1
1988,0,1,0,1,1,1,1,1,0
1989,0,1,1,1,1,1,1,0,0
1990,0,1,0,0,0,0,1,0,0
1991,0,1,0,0,1,0,1,0,1
1992,1,1,0,1,0,1,0,1,1
1993,1,1,0,0,0,1,0,0,1
1994,0,1,0,0,0,1,1,0,1
1995,1,1,1,1,1,1,0,0,0
1996,0,0,1,1,1,0,0,0,1
1997,1,1,0,1,1,1,0,1,0
1998,0,1,0,1,1,1,1,1,0
1999,1,1,0,1,1,0,0,1,1
2000,0,0,1,1,0,1,0,0,1
2001,1,0,0,0,0,0,1,0,0
2002,1,0,1,0,1,1,1,1,0
2003,0,1,0,1,0,1,1,1,1
2004,0,0,1,1,0,1,0,0,1
2005,1,1,0,0,1,1,0,0,0
2006,0,0,0,0,0,1,0,0,1
2007,0,1,0,0,1,1,1,0,0
2008,0,0,0,1,0,0,0,1,0
2009,0,1,0,0,0,0,1,0,0
2010,1,1,0,0,1,1,0,0,0
2011,1,0,1,0,0,0,1,1,0
2012,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,1,1,0,0,0
2014,1,1,0,1,0,1,0,1,1
2015,1,0,1,1,0,1,1,0,1
2016,0,0,0,0,0,0,0,0,0
2017,0,0,0,1,1,1,0,1,0
2018,0,1,1,1,1,0,1,0,1
2019,0,1,1,0,0,1,1,1,1
2020,0,0,0,1,0,1,0,1,1
2021,1,0,1,1,0,1,1,0,1
2022,0,0,1,1,0,1,0,0,1
2023,1,0,0,1,1,0,1,1,1
2024,0,1,0,1,1,1,1,1,0
2025,1,1,1,0,1,0,0,1,1
2026,0,0,1,0,1,0,0,1,1
2027,1,0,1,1,1,1,1,0,0
2028,0,0,1,0,1,0,0,1,1
2029,1,1,0,0,0,1,0,0,1
2030,1,0,0,0,0,0,1,0,0
2031,0,0,0,1,1,1,0,1,0
2032,0,1,0,1,1,1,1,1,0
2033,0,1,1,1,0,0,1,0,0
2034,1,0,0,0,0,1,1,0,1
2035,0,1,0,1,1,1,1,1,0
2036,0,1,0,1,0,1,1,1,1
2037,0,0,1,1,0,1,0,0,1
2038,0,1,0,0,1,1,1,0,0
